Run,Patients_Seen,Mean_Q_Time_Consult_One,Mean_Q_Time_Consult_Two,Mean_Duration_Consult_One,Mean_Duration_Consult_Two,Mean_Duration_Diagnostics,Mean_Duration_Discharge,Mean_Time_UTC,Mean_Less4h
128,135,142.46432574104878,168.8547147145881,41.54660287086238,16.985719606090782,48.48867256642373,13.31607790729992,226.83511627536475,0.5703703703703704
129,152,15.925786999291768,16.167986419667702,33.28449839189198,23.783617195631184,56.893421904914085,14.287363569722265,72.41758552197825,1.0
130,145,34.40933054397451,36.92408002787565,37.65719219681267,20.5068938663751,40.02928547207346,14.968891333166495,97.78964959023773,0.9724137931034482
131,141,39.29295345364101,13.010936626307625,36.43843853305724,7.554937412112055,34.495462793360375,16.20842065880093,93.892342320385,1.0
132,175,58.67923835707478,68.79654336363143,33.23452943105322,15.307701475591598,31.862856354695182,15.701647108135928,118.88079044081599,0.96
133,141,62.18147900423497,74.29780328704035,36.02500469873105,26.038284318669554,53.78080834594986,13.58227687580752,129.27720267257897,0.9361702127659575
134,136,73.26178031787161,84.23699410473866,39.70519294192134,18.672992671332267,27.162192034869072,13.992453112150274,144.17486180280292,0.9044117647058824
135,154,7.43600966296738,6.595011871609743,32.66369636232511,16.07168818693531,37.43360519931908,15.343404206466854,63.63860640328629,1.0
136,164,45.1039113910031,47.8195327760774,30.932245320474106,24.426409825516444,38.58887033889669,13.840842663978819,106.09672809845466,0.9451219512195121
137,174,53.82922036818163,62.44361854834702,30.946073321001602,13.359006067303678,38.11082086698863,14.53687545491909,109.78696872871284,0.9597701149425287
138,145,46.53971408487858,53.079334684322625,37.91655049950035,14.300337921454362,27.613474139122008,15.492321214899778,109.1203378987862,0.9724137931034482
139,143,113.41678612867729,114.88278335664232,39.02039102549605,24.324144029373137,30.850446092725374,13.957975072776037,183.04412585423864,0.8181818181818182
140,176,9.245447984471822,7.893669377039442,31.425330306522472,17.554731895602856,43.89877218744745,16.357058944481786,64.90819785594083,0.9943181818181818
141,132,85.85985637936231,95.39590486639601,39.64046809361962,26.939541914047357,30.876368170696022,15.96105816162576,160.03251171959428,0.8787878787878788
142,167,22.365654126528632,14.764397548568866,31.74473174808533,15.13250194409967,33.73371110653601,13.090397756492662,71.77304307536085,0.9940119760479041
143,164,55.251308838584166,49.23161201004944,33.15351120140837,30.412121523062087,33.89239872832149,14.678837977401717,112.77576686898001,0.975609756097561
144,151,100.28870489618453,99.65736370732631,34.20714918761128,33.91939362503763,38.898308574400644,14.764004005999677,167.53536176203542,0.8741721854304636
145,152,84.859797183092,105.35823441112237,35.2183384567845,19.82524842109993,62.03734795566569,15.5372337617153,152.8593932899499,0.881578947368421
146,154,26.485618729036183,26.93367817450212,36.182634313697584,15.077230560027228,29.871749233129858,14.736960014317704,83.94000014502049,1.0
147,156,12.03315487168815,8.888461620831123,30.283578020154298,28.90421597542776,58.521131046121106,15.909279663520756,65.63476706631552,1.0
148,167,17.82359753300431,19.131944606295455,32.0145842226926,21.51979292868355,47.311344985915305,15.96330019302747,76.86270789446559,0.9880239520958084
149,142,23.854300958786116,25.269054946034387,36.817022993903045,15.484226149831223,28.49712038085182,14.636645752505085,81.64779519249937,0.9859154929577465
150,137,23.635474259675316,25.39409875690789,37.98298744975114,15.160858305408965,49.92035739022514,16.723001997707918,89.5683275443111,0.9927007299270073
151,168,55.947785313809376,54.6455465891863,31.92176065560738,15.305902553757232,43.490225524690416,13.573094769510508,115.62285007238151,0.9821428571428571
152,152,69.94290120367995,69.4211496016252,35.495144476776275,21.298685891731832,41.90950612996146,14.014026641651208,137.77586294111853,0.9210526315789473
153,152,49.170499026246546,48.187382315892954,34.84965481888842,22.465291935027565,38.66481655671466,15.723809445236634,117.00461973368242,0.9671052631578947
154,139,43.39517394576255,59.3644080156851,33.356428468080374,33.70744109507904,36.41189386445474,15.326938225906396,104.18853098994964,0.9568345323741008
155,169,46.50846551315287,41.79382824860394,30.614688100937773,18.350459372237008,28.20290272708107,14.414145385498582,97.81047227873162,0.9763313609467456
156,145,77.01641404232754,76.50580128083314,36.57368665584907,12.561323201140283,51.41615849622952,12.931436834726057,141.0542909444409,0.9103448275862069
157,161,25.176078759482387,23.672397456706577,35.810396211249525,14.955044349657529,31.94904065054003,13.159795303422829,79.40662921504199,0.9937888198757764
158,136,49.160797371234175,64.9072696186892,38.74490904492368,18.326988493578906,44.56385528005089,14.080555864466216,116.08164243418867,0.9485294117647058
159,144,54.11178104959695,55.99615213526324,38.613276487043464,21.054810932392364,58.810446255957004,13.900951488030866,119.83475715335582,0.9444444444444444
160,181,36.895107741239194,34.55316156406172,32.58685982890907,15.03820558990396,58.620764505359396,14.144245364323755,90.20264082537022,0.988950276243094
161,137,152.96704028494685,89.22012173154917,40.24317373437149,20.43696781571555,36.410502537858434,13.646007725341203,212.18715576236474,0.5401459854014599
162,137,6.451289189481557,4.420982685938335,32.35873772101703,24.883323690667343,55.40562935903845,15.039463317122685,60.65101791442482,0.9781021897810219
163,149,38.88208726642327,33.01455006139148,36.349259946726306,18.858186595961666,33.263832872129015,17.786236864756795,99.87422055007941,0.9731543624161074
164,148,25.726840146178354,22.05737929452831,36.48640657949522,23.35622694089368,43.861716424160974,14.274127416984037,85.53554873653425,0.9864864864864865
165,133,100.53402650356298,88.88705737440911,39.04948703688379,23.554473303047327,45.416263242946975,13.820451957083444,166.45987326538312,0.7894736842105263
166,162,40.351219042316124,26.614351897411254,34.20809841181619,23.22252402273569,25.29500783003988,16.016308489638725,95.67717360582076,0.9876543209876543
167,160,29.19817486871984,35.70818092650714,32.416990996456306,26.28446624658117,47.633640384900445,11.947599323378128,84.52539394435316,0.98125
168,174,97.24055789518675,81.56137818537252,32.01594666293674,20.19401338269904,34.39060819539837,14.268399698227658,156.04407664839437,0.9022988505747126
169,142,108.68116019471462,85.82317607420157,39.99106651588891,24.975716618455923,19.43263298926803,15.270176373097284,169.4451436054723,0.7816901408450704
170,136,3.966181237237633,2.124685944009684,32.73090115257581,28.975881670469825,37.544505027163396,15.368693711743898,57.617951094631394,1.0
171,130,71.5845556087225,54.09686095046914,41.56504729512618,20.277015696690675,64.58696590901754,15.507563090671669,141.4843206920136,0.9307692307692308
172,154,78.57037738112159,94.05469694580394,36.871404790024194,17.018269351831876,47.47186815141094,14.95673080318466,146.8707035664392,0.9090909090909091
173,155,63.9916283420542,33.32275739069591,37.87188523876545,11.760555233552713,42.930271114798785,15.376224998258007,123.48586387668746,0.9548387096774194
174,155,39.29042576222365,34.65869532664246,34.610866985089174,15.256675102381386,57.56447956299472,13.649050490685676,98.645037430723,0.9806451612903225
175,142,104.96045099093502,144.14670931468214,39.494415854567336,22.078706049854397,48.659531704242696,15.1757168570054,174.76332645383022,0.795774647887324
176,150,18.198676648678195,13.283736875079477,33.69989031454518,13.155154229996697,26.13451636264246,14.450592468196714,70.9055214119557,1.0
177,148,135.08935408456136,166.0531490443682,35.50988868042549,18.135085715640617,46.68116912873529,13.277780775599087,205.71602120573743,0.7702702702702703
178,160,124.9407094280792,138.39432587618631,32.808516160139085,27.60764901976493,51.993200084435166,14.10353763416054,200.46462993855454,0.85625
179,149,128.050386105568,151.93675833613315,36.890439247498975,26.573288378408304,43.72549294404809,14.335661588366309,195.68313752025537,0.7986577181208053
180,155,39.34119167801405,44.336251285283645,32.70232641073355,22.090056769698336,44.365448352730624,15.135397920766085,100.04505546331255,0.9612903225806452
181,167,20.575855449964674,17.195711568701675,31.536167027593425,33.77746091891537,47.19323520680042,15.114570569261847,76.04393505530057,0.9940119760479041
182,156,35.9097491470584,34.70219156717215,35.243346194926445,17.55702833925222,32.31329633653606,13.889247978798581,94.80071057958655,0.9935897435897436
183,144,81.65207688449226,102.24589052974203,37.352268736521324,20.651872572450763,54.68571341898683,16.71015533308384,156.6792169322922,0.875
184,148,99.58039936638212,104.3895432358087,37.454202288215605,21.076962225843808,60.352943998282285,15.295147025606541,168.65172734898232,0.8716216216216216
185,156,52.00202295201846,48.507398413106635,35.82040774161191,17.53809475472321,44.22243965907661,15.257052134508735,112.97532295363071,0.9615384615384616
186,161,34.851626181279755,46.90952915527567,30.792720696945658,13.79221626480736,37.79264802605371,16.10563716300487,90.92648032503185,0.9937888198757764
187,146,130.1607150372075,151.82145758147266,37.0173774577778,14.09235080870444,68.03365967113356,12.403389930274939,202.01480128045446,0.863013698630137
188,144,42.14982064875398,51.54038497767768,37.39164853159636,22.912125463424893,45.27917356686621,16.056408890417906,108.06992848826498,0.9722222222222222
189,154,47.99226916247645,56.36511651761929,35.694874390557,20.00268432252873,50.59674503244972,14.929818296635569,110.98363839570129,0.961038961038961
190,144,23.775929708447386,29.25223511296634,35.81440080210504,22.5898860601683,50.99181859995328,17.06398731747427,88.79443571790513,0.9722222222222222
191,162,36.219479371853716,51.22519144124255,33.11304100505038,13.872563211718104,40.88553879774465,14.075755029610875,92.5673254578105,0.9814814814814815
192,152,83.4150274822454,75.39185277724303,36.3837319826114,19.823726824083984,41.06689816929686,12.817641573683161,141.58235352344943,0.9473684210526315
193,161,44.853871968763166,40.271050231073424,33.45856415589377,21.511064537580175,30.10831985948607,15.086974573032684,103.10212739755531,0.9627329192546584
